   136   448  183117.4-020051   18.52151   -2.01442  2.20E-2  3.40E-2    0.03   0.01  20.2  3.0    0.6    0.3    0.7    0.4    0.2    0.7  15.4  starless            
   137   449  183117.6-023012   18.52157   -2.50347  3.50E-2  4.30E-2    0.13   0.06  14.0  1.8    2.0    0.8    1.2    1.1    0.4    0.8   5.5  starless            
   138   450  183118.4-021808   18.52180   -2.30239  1.20E-2  2.50E-2    0.04   0.02  14.3  1.7    1.0    0.8    3.1    0.6    0.7    5.7   6.2  starless            
   139   452  183118.6-011809   18.52184   -1.30258  5.20E-2  5.70E-2    0.22   0.10  12.1  1.7    3.3    0.8    1.0    1.5    0.3    0.4   4.7  starless            
   140   454  183119.6-015803   18.52213   -1.96750  2.00E-2  3.30E-2    0.05   0.02  17.9  2.4    2.1    0.5    1.4    1.2    0.4    1.5   8.2  starless            
   141   455  183120.2-021122   18.52229   -2.18967  5.70E-2  6.30E-2    0.33   0.02  32.1  0.4    3.2    1.0    1.2    1.3    0.3    0.4   3.5  starless            
   142   457  183120.7-023350   18.52243   -2.56389  1.80E-2  3.00E-2    0.06   0.03  12.7  1.5    0.7    0.8    2.0    0.5    0.6    2.5   6.3  starless            
   143   461  183122.6-020137   18.52295   -2.02706  3.00E-2  3.80E-2    0.14   0.05  15.0  1.2    2.7    1.1    1.8    1.5    0.6    1.3   4.4  starless            
   144   467  183124.2-020754   18.52339   -2.13189  1.30E-2  2.50E-2    0.03   0.01  25.3  4.0    0.8    0.5    1.9    0.5    0.4    3.2   9.7  starless            
   145   472  183127.9-015914   18.52442   -1.98739  3.10E-2  3.90E-2    0.04   0.03  16.2  3.8    1.1    0.3    0.5    0.6    0.2    0.3  15.9  starless            
   146   475  183128.3-045606   18.52455   -4.93500  2.60E-2  3.90E-2    0.10   0.05  11.5  4.5    1.2    0.8    1.7    0.7    0.4    1.5   5.2  starless            
   147   480  183129.9-023022   18.52500   -2.50625  2.20E-2  3.50E-2    0.05   0.03  14.5  4.5    1.5    0.5    1.2    0.9    0.3    1.3   8.6  starless            
   148   485  183131.3-020827   18.52537   -2.14100  1.50E-2  2.60E-2    0.04   0.01  29.2  2.2    1.2    0.8    2.4    0.7    0.6    3.5   6.6  starless            
   149   488  183134.1-015937   18.52614   -1.99361  2.90E-2  3.80E-2    0.07   0.10  13.9  4.5    1.7    0.6    1.0    0.9    0.4    0.8   7.8  starless            
