    43   459  183121.1-020619   18.52254   -2.10533  2.00E-2  3.10E-2    2.96   0.46  18.6  3.6   41.8   36.3   86.5   25.2   25.6   94.0   0.1  protostellar        
    44   486  183132.3-020859   18.52565   -2.14972  2.00E-2  3.30E-2    0.05   0.01  23.7  2.2    1.5    0.6    1.6    0.9    0.4    1.7   7.3  protostellar        
    45   499  183138.3-021303   18.52732   -2.21753  2.20E-2  3.40E-2    0.13   0.02  26.8  1.3    2.8    1.4    3.1    1.6    0.9    3.0   3.4  protostellar        
    46   504  183139.4-021655   18.52761   -2.28194  1.90E-2  3.00E-2    1.95   0.26  12.2  0.5   38.6   26.1   65.0   23.7   19.3   75.6   0.2  protostellar        
    47   515  183145.1-020310   18.52921   -2.05283  1.30E-2  2.50E-2    0.03   0.01  25.2  1.1   28.9    0.6    2.2   18.8    0.5    3.8   8.4  protostellar        
    48   541  183151.9-015448   18.53110   -1.91336  2.30E-2  3.50E-2    0.20   0.03  16.4  0.6    4.5    1.9    4.6    2.6    1.2    4.4   2.3  protostellar        
    49   543  183152.3-020127   18.53120   -2.02425  2.10E-2  3.20E-2    1.17   0.33  11.1  0.5   20.3   14.0   32.0   12.2    9.7   33.7   0.4  protostellar        
    50   544  183152.6-022938   18.53129   -2.49408  1.40E-2  2.70E-2    0.72   0.15  12.6  1.1   11.6   12.1   45.0    7.4   10.0   71.8   0.4  protostellar        
    51   580  183205.2-022111   18.53480   -2.35311  1.40E-2  2.60E-2    1.47   0.18  12.0  0.4   32.5   25.8   85.8   20.8   21.8  132.0   0.2  protostellar        
    52   595  183213.6-015730   18.53712   -1.95836  1.10E-2  2.30E-2    0.11   0.01  18.9  0.6    4.5    2.5   10.1    3.0    2.4   19.3   2.0  protostellar        
    53   599  183216.1-023449   18.53781   -2.58033  1.70E-2  2.90E-2    1.27   0.18  12.1  0.6   24.7   17.4   53.0   15.2   13.0   68.9   0.3  protostellar        
    54   631  183228.8-015221   18.54135   -1.87267  1.20E-2  2.50E-2    0.75   0.08  13.0  0.7   12.8   14.6   58.5    8.4   13.0  104.3   0.3  protostellar        
    55   652  183242.7-024754   18.54520   -2.79844  1.70E-2  2.80E-2    0.47   0.23  11.5  4.5    6.8    6.9   20.2    4.2    5.4   26.7   0.7  protostellar        
    56   658  183248.0-023941   18.54667   -2.66142  1.50E-2  2.70E-2    0.06   0.02  13.5  1.3    1.1    1.0    3.1    0.7    0.8    4.5   5.0  protostellar        
    57   681  183306.8-024416   18.55189   -2.73803  3.10E-2  3.90E-2    0.42   0.05  13.0  0.4   10.2    3.3    5.3    5.6    1.9    3.8   1.4  protostellar        
    58   693  183329.6-024556   18.55824   -2.76575  2.30E-2  3.30E-2    0.20   0.10  11.5  4.5    5.2    2.2    4.5    3.0    1.5    4.2   2.3  protostellar        
